docno,title,producer,genre,description,num_episodes,rating,num_reviews,link
9egy68c0,Constitutional,Washington Post Audio,History,"With the writing of the Constitution in 1787, the framers set out a young nation’s highest ideals. And ever since, we’ve been fighting over it — what is in it and what was left out. At the heart of these arguments is the story of America.As a follow-up to the popular Washington Post podcast “Presidential,” reporter Lillian Cunningham returns with this series exploring the Constitution and the people who framed and reframed it — revolutionaries, abolitionists, suffragists, teetotalers, protesters, justices, presidents – in the ongoing struggle to form a more perfect union across a vast and diverse land.",19,4.7,2400,https://podcasts.apple.com/us/podcast/constitutional/id1254001472
pe0dqif1,Recipe Club,The Ringer,Arts,"Chef David Chang and the members of the Recipe Club sift through millions of recipes to find the very best way to make the food you want to eat (subjectively speaking, of course). From plant-based meat to broccoli to seaweed, Chang and friends are determined to cut through the noise. Each week, they cook one dish, debate it, and ultimately figure out a few ways to make it tastier, too.",60,4.9,3300,https://podcasts.apple.com/us/podcast/recipe-club/id1540003023
vuvgvz4n,Was it Real?  The Hills Rewatch,Was it Real? | Kast Media,TV & Film,"Grab your cocktail and transport back to Les Deux nightclub as Audrina Patridge, Brody Jenner and Frankie Delgado deliver the ultimate rewatch podcast about their time on The Hills.  Each week, they will break down a particular episode, bring guests on to discuss their Hills experience  and give you the real lowdown behind-the-scenes on what was actually real and what was fake.",13,3.2,669,https://podcasts.apple.com/us/podcast/was-it-real-the-hills-rewatch/id1631236948
gkl708nu,ADHD Experts Podcast,ADDitude,Health & Fitness,"Leading ADHD experts give real-life answers to questions submitted by ADD adults and parents raising children with attention deficit disorder across a range of topics covering symptoms, school, work, and family life. Download the accompanying slide presentations here: additudemag.com/adhd-expert-webinars-index (look for the episode number).Note on audio quality: This podcast is a recording of a webinar series, and the audio has been captured from telephone conversations, not recorded in a studio. Register to participate in the live webinars at: additudemag.com/tag/webinar.",430,4.4,960,https://podcasts.apple.com/us/podcast/adhd-experts-podcast/id668174671
pt3b4yc7,Inhuman: A True Crime Podcast,Inhuman Podcast,True Crime,"Our passion- true crime.Our mission- to bring awareness to all cases.On Inhuman you’ll hear everything from the most deranged serial killers, to that missing persons case you’ve been invested in for the last 10 years, to the occasional spooky tale. It’s like kicking it with your besties talking about true crime. Hosted by Haley Toumaian Price and Andrea Shaenanigans, we’re just trying to keep it human over here.",160,4.7,1800,https://podcasts.apple.com/us/podcast/inhuman-a-true-crime-podcast/id1564844569
lpf9lpky,Backyard Ecology,Shannon Trimboli,Leisure,"Nature isn’t just “out there” in some pristine or far-off location. It’s all around us, including right outside our doors. Join us as we ignite our curiosity and natural wonder, explore our yards and communities, and improve our local pollinator and wildlife habitat.",63,4.9,45,https://podcasts.apple.com/us/podcast/backyard-ecology/id1537676973
av8b8g8c,History Tea Time,Lindsay Holiday,History,"I'm Lindsay Holiday and I'm spilling the Tea on history! Join me every Tuesday for a steaming cup of the juiciest stories you won't learn in history class. Topics include Queens of the world, Royalty and Women's history. https://www.youtube.com/c/lindsayholidayHelp me make more podcasts and videos at: Patreon.com/LindsayHolidayTheme music: Baroque Coffee House by Doug MaxwellFor Business inquiries contact: Lindsay.Holiday.productions@gmail.com Support this podcast: https://anchor.fm/historyteatime/support",25,4.8,225,https://podcasts.apple.com/us/podcast/history-tea-time/id1619978406
dgd0b4st,Jeff Lewis Has Issues,SiriusXM,Comedy,"Jeff doesn’t hold back when it comes back to his personal life, and his many, many, issues. From legal battles to his messy relationships, or arguments with neighbors and staff, Jeff airs it all out with his famous no-filter.",71,4.9,1600,https://podcasts.apple.com/us/podcast/jeff-lewis-has-issues/id1576234209
53tl0sea,WEIGHING IN,John McCarthy & Josh Thomson's MMA Show,Sports,"Tap into the expertise of MMA referee legend, ""Big"" John McCarthy and former world champion Josh ""The Punk"" Thomson as they bring you PURE MMA. Their 40+ years combined experience provides listeners with incredible insight, all the history and (mostly) hilarious banter in an MMA news, recap and show-style podcast.",338,4.6,418,https://podcasts.apple.com/us/podcast/weighing-in/id1224455634
h2e6h076,The Blockchain.com Podcast,Blockchain.com Podcast,Technology,"The official podcast of Blockchain.com, bringing you some of the greatest conversations in cryptocurrency. Hosted by Blockchain.com Co-Founder and Vice Chairman Nic Cary.",90,4.6,28,https://podcasts.apple.com/us/podcast/the-blockchain-com-podcast/id1536699961
qjmyc2tu,God's Big Story,The Village Church,Kids & Family,"God’s Big Story is a new podcast for kids. On each episode, we’ll teach the Bible, sing the Bible, and talk about what it means with some friends.",78,4.7,737,https://podcasts.apple.com/us/podcast/gods-big-story/id1497921615
mx0lk0d8,Invisibilia,NPR,Science,"Unseeable forces control human behavior and shape our ideas, beliefs, and assumptions. Invisibilia—Latin for invisible things—fuses narrative storytelling with science that will make you see your own life differently.",85,4.5,21200,https://podcasts.apple.com/us/podcast/invisibilia/id953290300
u0w518yg,"Ship It! SRE, Platform Engineering, DevOps",Changelog Media,Technology,"A show about getting your best ideas into the world and seeing what happens. We talk about code, ops, infrastructure, and the people that make it happen.  Gerhard Lazu and friends explore all things DevOps, infra, and running apps in production. Whether you’re cloud native, Kubernetes curious, a pro SRE, or just operating a VPS… you’ll love coming along for the ride. Ship It honors the makers, the shippers, and the visionaries that see it through. Some people search for ShipIt or ShipItFM and can’t find the show, so now the strings ShipIt and ShipItFM are in our description too.",78,4.5,6,https://podcasts.apple.com/us/podcast/ship-it-sre-platform-engineering-devops/id1570698802
qkedjzqs,Westminster Hour,BBC Radio 4,Government,The big political stories with lively discussion and expert comment and analysis. Presenter Carolyn Quinn is joined by politicians and journalists 10pm every Sunday on BBC Radio 4.,5,3.9,39,https://podcasts.apple.com/us/podcast/westminster-hour/id421110541
rl5a7cnk,This Day in Esoteric Political History,Radiotopia,History,"We’re living in unprecedented times. Maybe. In this show, Jody Avirgan, Nicole Hemmer and Kellie Carter Jackson (and guests) take one moment, big or small, from that day in U.S. political history and explore how it might inform our present –– all in about fifteen minutes. New episodes release Tuesdays, Thursdays, and Sundays. Find us at ThisDayPod.com. We’re also posting about moments from the past @thisdaypod on Twitter and Instagram. If you have a suggestion for a topic, get in touch. This Day In Esoteric Political History is a proud member of the Radiotopia podcast network from PRX.",397,4.5,828,https://podcasts.apple.com/us/podcast/this-day-in-esoteric-political-history/id1502728938
a67st6gy,12 Hour Sound Machines (no loops or fades‪)‬,12 Hour Sound Machines,Kids & Family,"Parents...travelers...noisy neighbor sufferers...rejoice! 12 hours of uninterrupted Sound Machines for sleeping, calming your baby, or just blocking out unwanted noise.All episodes are available for free in their entirety. All 12 hours with zero interruptions once the episode gets started.If you'd like to remove the show intro as well as the ad at the beginning, you can subscribe @ 12hoursoundmachines.com. Subscribers unlock intro-free, ad-free episodes for every one of our Sound Machines...forever.Most popular episodes: Brown Noise | Pink Noise | White Noise",51,4.6,329,https://podcasts.apple.com/us/podcast/12-hour-sound-machines-no-loops-or-fades/id1481239682
cjzecgrb,Your Favorite Band Sucks,Your Favorite Band Sucks,Music,"Become a Paid Subscriber: https://anchor.fm/yfbspod/subscribeLet’s review: there’s no good art and it’s a red flag for adults to have a favorite band. Naturally, most of you will disagree. That's fine. Just pretend it's a drinking game. An algorithm randomly assigns the band Mark & Tyler destroy in every episode. Start on one everybody knows is trash, like The Beatles. But soon you'll realize culture is a pyramid scheme and your favorite band is just the soundtrack to a fake vintage t-shirt. (Get Ad-Free Episodes Here: https://anchor.fm/yfbspod/subscribe)",104,3.8,2200,https://podcasts.apple.com/us/podcast/your-favorite-band-sucks/id1322283290
cn7qo7hb,The Science of Happiness,PRX and Greater Good Science Center,Science,"Learn research-tested strategies for a happier, more meaningful life, drawing on the science of compassion, gratitude, mindfulness, and awe. Hosted by award-winning professor Dacher Keltner. Co-produced by PRX and UC Berkeley's Greater Good Science Center.",145,4.4,1600,https://podcasts.apple.com/us/podcast/the-science-of-happiness/id1340505607
