docno,title,description,genre,rating,num_reviews
kuf3ssdb,Cornbread Mafia,"This is a story about Marion County, Kentucky, a place with farming, moonshine, and pride in its bloodline. It’s a place that laid the foundation for a network of marijuana-growing outlaws called the Cornbread Mafia. Into this world walked a man named Johnny Boone, who set out to grow and harvest one of the greatest outdoor marijuana crops in modern times.But his timing was all wrong, and soon Marion County found itself at the national center of the War on Drugs. In their effort to take Johnny Boone and his syndicate down, law enforcement officials arrested 70 people...all from this pocket of Kentucky. It was the biggest marijuana bust in American history, and no one ever said a word.On Cornbread Mafia, we’re going to Marion County and finding out how a turning point in federal drug policy reshaped the story of a local community and had consequences that lasted for generations.",True Crime,4.8,178
rr2wwvue,Annette: Cold case unlocked,"On September 13, 1980, 19-year-old Annette Deverell disappeared after a night out dancing with friends. Two years later her remains were found in bush 30 minutes from where she was last seen. Four grief-filled decades later, Annette’s mother can’t shake the terrible suspicion that someone in her town knows something about her death.In this four-part true crime podcast, journalist Carla Hildebrandt opens the cold case file on the death of Annette Deverell - a gruesome mystery that has haunted a seaside town for decades.The WA government has since put up a $250,000 bounty for information that could help solve the case and offered immunity from prosecution if the informant was not directly responsible for Annette’s death.Annette's family were relieved in February 2020 to hear the case would be re-investigated by detectives.",News,4.2,110
1n0rg5vd,PUCL: A Pokemon Podcast,"One of the longest running Pokemon podcasts, PUCL covers the many facets of Pokemon. We talk about video games, battling, community news, anime and manga, trainer tips, and more! Hosted on Acast. See acast.com/privacy for more information.",Leisure,4.6,552
nzh87aux,Mscs Media Podcast,"Full Video Podcast Exclusively @Spotify: https://spoti.fi/3y9xzGR NOTE: If this is your first time watching a podcast on Spotify a settings pop-up box with show, tap settings make sure data save is off then click tap/click on the episode, and play. This only needs done once. Mscs Media podcast is a very diverse podcast. Interviews with unique interesting individuals from all sorts of backgrounds. Everything from Educational Interviews, Athletes, Celebrities, Artists, Comedians, Science, Military, Real Estate, Stock, Universe, Medical, to True Crime, and more.",Society & Culture,5.0,180
1y5nej0m,SGT Report’s The Propaganda Antidote,"New podcast wSGT Report's new podcast titled ""The Propaganda Antidote"". Providing exclusive interviews and the very latest breaking REAL news & information from the world’s most trusted alternative media sources, SGT Report is your daily source for truth in a time of universal deceit.",News,4.7,932
fvfjz7al,iPhone Life Podcast,"Get the most out of your iPhone and iPad. Editors of iPhone Life magazine share with you the latest Apple news, best apps, iPhone tricks, and the coolest accessories.",Technology,4.1,115
lntn11a9,Are You Menstrual‪?‬,"Welcome to the Are You Menstrual Podcast with your hosts, Amanda, a women’s health dietitian and Emily, a Nutritional Therapy Practitioner.In this podcast, Amanda and Emily help you navigate the confusing world of women’s hormones and teach you how to have healthy periods. Each week will be diving into a different topic on women’s health and sharing our perspective using nutrition, female physiology, and metabolic health. The goal is to help you wade through conflicting health information and empower you on your healing journey. We hope you enjoy it!",Health & Fitness,5.0,692
nzk8m912,Legal Docket,"Learn what you wish you already knew about our nation’s highest court. Hear how Supreme Court decisions directly affect you and your community. Meet the people behind the cases who are seeking to uphold freedom. Hosts and lawyers Mary Reichard and Jenny Rough take you to the scene, bringing the law to life for everyone––from appellate attorneys to high schoolers.",Government,4.9,1400
ps3mnpzq,Is This Going To Cause An Argument,"Marcus and Angel are a married couple of 10 years, who relationship revolves around honesty, humor, and arguments (sometimes). Their on-screen chemistry caused their YouTube subscribers to insist they start a podcast tackling the topics and issues that everyday people are dealing with. Is This Going To Cause An Argument is in its 3 season with over 15K plays just on SoundCloud.",Kids & Family,4.9,931
m56agj4z,Daebak Show w/ Eric Nam,"Daebak (대박), a Korean word and phrase to describe something spectacular. Cue ‘Daebak Show’ hosted by Eric Nam, a long-time veteran in the industry as both a K-pop artist and celebrity personality. Here we celebrate music and media’s greatest hits, the people behind them, and get a glimpse into the industry. Catch up with us every Monday!Patreon members receive special perks like ad-free listening! To learn more, visit www.patreon.com/divestudiosConnect with us on Instagram, Twitter, and Facebook @thedivestudiosWe wanna make the podcast even better, help us learn how we can: https://bit.ly/2EcYbu4 For advertising opportunities please email PodcastPartnerships@Studio71us.com   Privacy Policy: https://www.studio71.com/us/terms-and-conditions-use/#Privacy%20Policy",Music,5.0,8100
x2zq0lnt,Every Outfit,"After spending years dispensing bitchy fashion commentary on their viral Instagram account Every Outfit on Sex and the City, hosts Chelsea Fairless and Lauren Garroni realized that they have highly specific opinions about other things, too. Every Outfit is a weekly show born from our deeply unhealthy, lifelong obsession with fashion and popular culture. It’s like The View (but less geriatric) meets Fashion Police from two best friends who have spoken at the Metropolitan Museum of Art, but have also done SponCon for vibrators. New episodes every Friday.",Arts,4.8,620
hf3nytb2,Look Into It - with Eddie Bravo,"Look Into It will feature uncensored conversations with ""red-pilled"" martial arts stars, comedians, rock stars, and conspiracy theorists. For weekly new episodes and premium content, head over to https://www.rokfin.com/eddiebravo",Education,4.8,334
byp2eqhd,Bob Does Sports Podcast,"Bobby Fairways, Joey Cold Cuts, Fat Perez and The Jet break down all things Bob Does Sports",Sports,5.0,1600
s4y6uxsb,ATARC Federal IT Newscast,"The Advanced Technology Academic Research Center (ATARC) is a 501(c)(3) non-profit organization that provides a collaborative forum for government, academia and industry to resolve emerging technology challenges. ATARC also introduces innovative technology from academic research labs to the Federal government and private industry.",Government,5.0,2
9zmyojbu,Countdown with Keith Olbermann,"“Countdown With Keith Olbermann,” the landmark news and commentary program that reordered the world of cable news, returns as a daily podcast. Olbermann’s daily news-driven mix will include his trademark “Special Comment” political analysis, the tongue-in-cheek “Worst Persons In The World” segment, and his timeless readings from the works of the immortal James Thurber. The man who turned SportsCenter into a cultural phenomenon will broaden the content to include a daily sports segment, a daily call for help for a suffering dog, and a remarkable series of anecdotes covering a career that stretched from covering the 1980 Olympic Miracle on Ice a month after his 21st birthday, to anchoring the 2009 Presidential Inauguration and the 2009 Super Bowl pre-game show in a span of just twelve days, to rejoining ESPN as a “rookie” baseball play-by-play man at the age of 59.",News,4.9,2300
